Date ,Price,Change
01/09/2021,12.46917564,7.99%
02/09/2021,12.56427031,0.76%
03/09/2021,12.38810403,-1.40%
04/09/2021,12.38211276,-0.05%
05/09/2021,12.92721191,4.40%
06/09/2021,13.60333374,5.23%
07/09/2021,10.74662123,-21.00%
08/09/2021,10.99878945,2.35%
09/09/2021,11.27510313,2.51%
10/09/2021,10.50797049,-6.80%
11/09/2021,10.77336488,2.53%
12/09/2021,10.98471893,1.96%
13/09/2021,12.71496265,15.75%
14/09/2021,13.608433,7.03%
15/09/2021,15.07971431,10.81%
16/09/2021,14.56667801,-3.40%
17/09/2021,12.70241843,-12.80%
18/09/2021,12.54036618,-1.28%
19/09/2021,12.77983093,1.91%
20/09/2021,10.57136121,-17.28%
21/09/2021,9.465213521,-10.46%
22/09/2021,10.86328781,14.77%
23/09/2021,11.69456056,7.65%
24/09/2021,10.53913403,-9.88%
25/09/2021,10.21327472,-3.09%
26/09/2021,10.38340816,1.67%
27/09/2021,9.894849381,-4.71%
28/09/2021,9.365766262,-5.35%
29/09/2021,9.256626464,-1.17%
30/09/2021,9.558762042,3.26%
01/10/2021,10.45108333,9.34%
02/10/2021,10.93921911,4.67%
03/10/2021,10.7182017,-2.02%
04/10/2021,10.30906536,-3.82%
05/10/2021,10.49055058,1.76%
06/10/2021,10.25673329,-2.23%
07/10/2021,10.28182143,0.24%
08/10/2021,10.03275713,-2.42%
09/10/2021,10.17273475,1.40%
10/10/2021,9.642152398,-5.22%
11/10/2021,9.516514503,-1.30%
12/10/2021,9.199043233,-3.34%
13/10/2021,9.386544898,2.04%
14/10/2021,9.904543232,5.52%
15/10/2021,9.766505018,-1.39%
16/10/2021,9.790451126,0.25%
17/10/2021,9.540512193,-2.55%
18/10/2021,9.413761207,-1.33%
19/10/2021,9.413272922,-0.01%
20/10/2021,9.930100021,5.49%
21/10/2021,9.468122438,-4.65%
22/10/2021,9.64305025,1.85%
23/10/2021,9.887718167,2.54%
24/10/2021,9.444523972,-4.48%
25/10/2021,9.812807207,3.90%
26/10/2021,10.32101939,5.18%
27/10/2021,9.336201084,-9.54%
28/10/2021,9.68689392,3.76%
29/10/2021,10.30275561,6.36%
30/10/2021,9.843553184,-4.46%
31/10/2021,10.08931748,2.50%
01/11/2021,10.35869533,2.67%
02/11/2021,10.38651716,0.27%
03/11/2021,11.20627358,7.89%
04/11/2021,10.64476266,-5.01%
05/11/2021,10.36382255,-2.64%
06/11/2021,10.12971288,-2.26%
07/11/2021,10.41409807,2.81%
08/11/2021,10.46424917,0.48%
09/11/2021,10.67087157,1.97%
10/11/2021,9.526091346,-10.73%
11/11/2021,9.945607964,4.40%
12/11/2021,9.560839932,-3.87%
13/11/2021,9.834156244,2.86%
14/11/2021,10.00266362,1.71%
15/11/2021,9.615892906,-3.87%
16/11/2021,8.879501747,-7.66%
17/11/2021,8.92788991,0.54%
18/11/2021,8.179322917,-8.38%
19/11/2021,8.646279653,5.71%
20/11/2021,8.848066389,2.33%
21/11/2021,8.679810759,-1.90%
22/11/2021,8.186219914,-5.69%
23/11/2021,8.219542172,0.41%
24/11/2021,7.870238088,-4.25%
25/11/2021,8.108716594,3.03%
26/11/2021,7.442195726,-8.22%
27/11/2021,7.651761486,2.82%
28/11/2021,7.638718004,-0.17%
29/11/2021,7.915596648,3.62%
30/11/2021,7.672996333,-3.06%
01/12/2021,7.381634968,-3.80%
02/12/2021,7.24164143,-1.90%
03/12/2021,6.959357453,-3.90%
04/12/2021,6.226250025,-10.53%
05/12/2021,5.835680416,-6.27%
06/12/2021,6.04002627,3.50%
07/12/2021,5.868830525,-2.83%
08/12/2021,6.222644999,6.03%
09/12/2021,5.620044185,-9.68%
10/12/2021,5.369013191,-4.47%
11/12/2021,5.660376598,5.43%
12/12/2021,5.553772974,-1.88%
13/12/2021,4.930397745,-11.22%
14/12/2021,5.055387204,2.54%
15/12/2021,5.201267051,2.89%
16/12/2021,5.037775269,-3.14%
17/12/2021,5.018751524,-0.38%
18/12/2021,5.188569233,3.38%
19/12/2021,5.267291994,1.52%
20/12/2021,5.11040851,-2.98%
21/12/2021,5.356691081,4.82%
22/12/2021,5.497283337,2.62%
23/12/2021,6.049732073,10.05%
24/12/2021,5.715783005,-5.52%
25/12/2021,5.88387444,2.94%
26/12/2021,6.251265038,6.24%
27/12/2021,6.47706382,3.61%
28/12/2021,5.907010452,-8.80%
29/12/2021,5.436171409,-7.97%
30/12/2021,5.527505158,1.68%
31/12/2021,5.496810191,-0.56%
01/01/2022,5.946633377,8.18%
02/01/2022,6.246481777,5.04%
03/01/2022,7.119639882,13.98%
04/01/2022,6.63103034,-6.86%
05/01/2022,6.391950026,-3.61%
06/01/2022,5.9810923,-6.43%
07/01/2022,5.367906632,-10.25%
08/01/2022,5.041011257,-6.09%
09/01/2022,5.093503928,1.04%
10/01/2022,4.878621572,-4.22%
11/01/2022,5.073180169,3.99%
12/01/2022,5.433567404,7.10%
13/01/2022,5.104154804,-6.06%
14/01/2022,5.217570813,2.22%
15/01/2022,5.288661195,1.36%
16/01/2022,5.389783327,1.91%
17/01/2022,4.983503916,-7.54%
18/01/2022,5.016509726,0.66%
19/01/2022,4.927073707,-1.78%
20/01/2022,4.771252208,-3.16%
21/01/2022,4.182862335,-12.33%
22/01/2022,3.754516014,-10.24%
23/01/2022,3.918779127,4.38%
24/01/2022,4.195520663,7.06%
25/01/2022,4.29945262,2.48%
26/01/2022,4.650051797,8.15%
27/01/2022,4.537634759,-2.42%
28/01/2022,4.56984734,0.71%
29/01/2022,5.38244624,17.78%
30/01/2022,5.282536887,-1.86%
31/01/2022,5.742226769,8.70%
01/02/2022,5.394830227,-6.05%
02/02/2022,5.324917329,-1.30%
03/02/2022,5.047962178,-5.20%
04/02/2022,5.50446858,9.04%
05/02/2022,5.785252351,5.10%
06/02/2022,5.781194553,-0.07%
07/02/2022,5.879291528,1.70%
08/02/2022,5.53647504,-5.83%
09/02/2022,5.848964185,5.64%
10/02/2022,5.267347578,-9.94%
11/02/2022,4.865192713,-7.63%
12/02/2022,4.88339648,0.37%
13/02/2022,4.481454258,-8.23%
14/02/2022,4.592086501,2.47%
15/02/2022,5.058997911,10.17%
16/02/2022,4.939801499,-2.36%
17/02/2022,4.596034905,-6.96%
18/02/2022,4.371810258,-4.88%
19/02/2022,4.363886349,-0.18%
20/02/2022,4.083040197,-6.44%
21/02/2022,3.754206397,-8.05%
22/02/2022,3.980097594,6.02%
23/02/2022,3.761533323,-5.49%
24/02/2022,3.913319702,4.04%
25/02/2022,4.033211452,3.06%
26/02/2022,3.866294607,-4.14%
27/02/2022,3.735348311,-3.39%
28/02/2022,4.145452016,10.98%
01/03/2022,4.165983919,0.50%
02/03/2022,3.981489155,-4.43%
03/03/2022,3.815387788,-4.17%
04/03/2022,3.619328769,-5.14%
05/03/2022,3.853321706,6.47%
06/03/2022,3.568030277,-7.40%
07/03/2022,3.621178627,1.49%
08/03/2022,3.905437264,7.85%
09/03/2022,4.742428226,21.43%
10/03/2022,4.480457469,-5.52%
11/03/2022,4.177326174,-6.77%
12/03/2022,4.205262845,0.67%
13/03/2022,3.886020753,-7.59%
14/03/2022,3.96819742,2.11%
15/03/2022,3.95298976,-0.38%
16/03/2022,4.188409291,5.96%
17/03/2022,4.376720332,4.50%
18/03/2022,5.031593001,14.96%
19/03/2022,5.181193309,2.97%
20/03/2022,5.245039584,1.23%
21/03/2022,4.972314985,-5.20%
22/03/2022,5.191845078,4.42%
23/03/2022,5.350387874,3.05%
24/03/2022,5.275125859,-1.41%
25/03/2022,5.039581121,-4.47%
26/03/2022,5.117858744,1.55%
27/03/2022,5.399540009,5.50%
28/03/2022,5.442440596,0.79%
29/03/2022,5.697980192,4.70%
30/03/2022,6.585610298,15.58%
31/03/2022,6.911842753,4.95%
01/04/2022,7.740775142,11.99%
02/04/2022,7.181161005,-7.23%
03/04/2022,7.304202963,1.71%
04/04/2022,6.967647023,-4.61%
05/04/2022,6.159716675,-11.60%
06/04/2022,5.425119301,-11.93%
07/04/2022,5.693643841,4.95%
08/04/2022,5.202135538,-8.63%
09/04/2022,5.384875056,3.51%
10/04/2022,5.116560057,-4.98%
11/04/2022,4.495961405,-12.13%
12/04/2022,4.940015561,9.88%
13/04/2022,5.142384712,4.10%
14/04/2022,5.197113378,1.06%
15/04/2022,5.357385173,3.08%
16/04/2022,5.229296181,-2.39%
17/04/2022,5.03214644,-3.77%
18/04/2022,5.173850129,2.82%
19/04/2022,6.126698622,18.42%
20/04/2022,6.63098677,8.23%
21/04/2022,5.883678661,-11.27%
22/04/2022,5.448524906,-7.40%
23/04/2022,5.789552913,6.26%
24/04/2022,5.889017898,1.72%
25/04/2022,6.102968148,3.63%
26/04/2022,5.41741962,-11.23%
27/04/2022,5.871269158,8.38%
28/04/2022,5.534056154,-5.74%
29/04/2022,4.999048098,-9.67%
30/04/2022,4.375413886,-12.48%
01/05/2022,4.803202074,9.78%
02/05/2022,4.744466913,-1.22%
03/05/2022,4.640388767,-2.19%
04/05/2022,5.067234919,9.20%
05/05/2022,4.52415697,-10.72%
06/05/2022,4.603517562,1.75%
07/05/2022,4.33061026,-5.93%
08/05/2022,4.212826371,-2.72%
09/05/2022,3.325700337,-21.06%
10/05/2022,3.281469845,-1.33%
11/05/2022,2.467950967,-24.79%
12/05/2022,2.511565269,1.77%
13/05/2022,2.608459906,3.86%
14/05/2022,2.742227461,5.13%
15/05/2022,3.028346524,10.43%
16/05/2022,2.702297116,-10.77%
17/05/2022,2.888614906,6.89%
18/05/2022,2.493669562,-13.67%
19/05/2022,2.682044786,7.55%
20/05/2022,2.547285381,-5.02%
21/05/2022,2.588250429,1.61%
22/05/2022,2.735910799,5.71%
23/05/2022,2.59692485,-5.08%
24/05/2022,2.613913959,0.65%
25/05/2022,2.547285281,-2.55%
26/05/2022,2.387522997,-6.27%
27/05/2022,2.448466644,2.55%
28/05/2022,2.487335981,1.59%
29/05/2022,2.59441457,4.30%
30/05/2022,3.349158488,29.09%
31/05/2022,3.142974195,-6.16%
01/06/2022,2.871235686,-8.65%
02/06/2022,3.06043871,6.59%
03/06/2022,2.714400436,-11.31%
04/06/2022,2.681996299,-1.19%
05/06/2022,2.607264593,-2.79%
06/06/2022,2.757701096,5.77%
07/06/2022,2.733677143,-0.87%
08/06/2022,2.646189051,-3.20%
09/06/2022,2.688126047,1.58%
10/06/2022,2.455078539,-8.67%
11/06/2022,2.316449494,-5.65%
12/06/2022,2.214842743,-4.39%
13/06/2022,1.855366912,-16.23%
14/06/2022,1.850145625,-0.28%
15/06/2022,1.941924201,4.96%
16/06/2022,1.731948934,-10.81%
17/06/2022,1.725659654,-0.36%
18/06/2022,1.555139836,-9.88%
19/06/2022,2.071890528,33.23%
